 ,Label,Area,Mean,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,IntDen,RawIntDen
314,pperpot_6K-2.tif:0314-0725,0.11477,25169.366959,12189,39728,5.427784,9.396088,5.428581,9.396148,1.373383,0.436561,0.334729,77.731682,2888.68364,17215847
315,pperpot_6K-2.tif:0315-0727,0.109736,22493.941896,9869,36637,7.607484,9.410451,7.605843,9.408216,1.395607,0.485522,0.287773,93.29,2468.396403,14711038
316,pperpot_6K-2.tif:0316-0722,0.118293,23783.414184,12288,38671,10.27824,9.364736,10.27766,9.36442,1.319728,0.39506,0.381248,161.455051,2813.422158,16767307
317,pperpot_6K-2.tif:0317-0724,0.1094,20718.443252,8969,32451,10.821066,9.387543,10.818534,9.384809,1.28309,0.426584,0.326531,80.375159,2266.607406,13508425
318,pperpot_6K-2.tif:0318-0724,0.090776,26525.386322,10245,41999,3.817069,9.381741,3.81767,9.382025,1.154857,0.402409,0.287218,80.646444,2407.856331,14350234
319,pperpot_6K-2.tif:0319-0723,0.101346,25115.417219,14336,37513,7.046618,9.377126,7.046287,9.375277,1.220545,0.384429,0.335662,90.465451,2545.35829,15169712
320,pperpot_6K-2.tif:0320-0723,0.096313,24700.517422,15587,33916,5.999303,9.374785,5.999629,9.373697,1.188352,0.357567,0.342954,32.473444,2378.973097,14178097
321,pperpot_6K-2.tif:0321-0723,0.091447,23274.080734,8890,33599,9.729677,9.375655,9.729271,9.37491,1.133395,0.365352,0.318689,93.925182,2128.338133,12684374
322,pperpot_6K-2.tif:0322-0728,0.123159,30227.433243,16889,47595,2.21573,9.422195,2.217147,9.419514,1.348778,0.43068,0.364102,86.298275,3722.793253,22186936
323,pperpot_6K-2.tif:0323-0726,0.093628,28210.659498,17372,41880,2.763591,9.397712,2.761816,9.397555,1.168731,0.358595,0.332439,64.371597,2641.307871,15741548
324,pperpot_6K-2.tif:0324-0726,0.09346,27339.190305,15326,44634,3.285516,9.404224,3.286152,9.405573,1.144126,0.34888,0.341084,35.771702,2555.126644,15227929
325,pperpot_6K-2.tif:0325-0727,0.105038,25887.535144,11475,40566,4.88869,9.410606,4.890355,9.409402,1.250897,0.381175,0.350858,61.868594,2719.171641,16205597
326,pperpot_6K-2.tif:0326-0730,0.120475,24692.235376,13515,35548,6.506877,9.423318,6.507705,9.421836,1.426498,0.460598,0.33303,128.917646,2974.79087,17729025
327,pperpot_6K-2.tif:0327-0727,0.10185,25919.99341,14450,36708,4.36618,9.414423,4.366105,9.413575,1.185209,0.368056,0.352335,154.80682,2639.946741,15733436
328,pperpot_6K-2.tif:0328-0724,0.02886,20105.843023,12849,30640,8.150287,9.391183,8.149394,9.391609,0.643767,0.219166,0.167663,135.559109,580.259583,3458205
329,pperpot_6K-2.tif:0329-0765,0.10034,23710.448161,13668,37823,6.509699,9.926141,6.509549,9.923356,1.339349,0.480531,0.265865,84.58189,2379.099109,14178848
330,pperpot_6K-2.tif:0330-0764,0.134569,27965.962594,15568,45400,2.228447,9.916988,2.228435,9.915571,1.412624,0.457571,0.374454,128.063671,3763.359685,22428702
331,pperpot_6K-2.tif:0331-0762,0.099836,22209.557983,11903,33618,7.59346,9.888378,7.592032,9.890182,1.221847,0.392886,0.323543,76.372558,2217.320481,13214687
332,pperpot_6K-2.tif:0332-0763,0.086077,20297.187135,9402,31806,8.679513,9.896204,8.679858,9.895836,1.140983,0.381541,0.287249,82.777177,1747.12834,10412457
333,pperpot_6K-2.tif:0333-0764,0.08893,21921.492453,12352,38750,9.230342,9.908248,9.231125,9.90806,1.154857,0.395444,0.286334,76.813789,1949.474575,11618391
334,pperpot_6K-2.tif:0334-0764,0.090104,24236.312849,14752,37507,5.945288,9.914089,5.94505,9.912923,1.180764,0.368499,0.311329,109.704604,2183.797794,13014900
335,pperpot_6K-2.tif:0335-0766,0.10034,25251.698997,11468,37723,4.881765,9.934373,4.882422,9.934557,1.229435,0.406513,0.314274,80.719773,2533.747746,15100516
336,pperpot_6K-2.tif:0336-0767,0.097319,23814.191379,12572,40467,5.419214,9.929028,5.420086,9.929944,1.252738,0.411782,0.300914,91.947016,2317.583661,13812231
337,pperpot_6K-2.tif:0337-0765,0.095138,24188.171076,13874,37090,7.044592,9.9156,7.045038,9.91508,1.205369,0.353399,0.342768,127.425499,2301.217553,13714693
338,pperpot_6K-2.tif:0338-0766,0.105709,22237.330159,12407,37235,9.737137,9.911679,9.736284,9.909682,1.232578,0.392259,0.343122,133.904129,2350.686867,14009518
339,pperpot_6K-2.tif:0339-0766,0.110407,20560.81459,8722,31950,10.286858,9.918472,10.285827,9.91628,1.250897,0.404203,0.347783,57.351076,2270.062413,13529016
340,pperpot_6K-2.tif:0340-0768,0.120475,29074.009749,14869,45314,2.732621,9.953706,2.733145,9.952574,1.31214,0.420816,0.364513,22.241761,3502.68404,20875139
341,pperpot_6K-2.tif:0341-0767,0.091615,27433.68315,16494,44097,3.281425,9.946763,3.280586,9.946434,1.173176,0.375104,0.310973,56.96349,2513.323249,14978791
342,pperpot_6K-2.tif:0342-0766,0.078527,24853.07265,14799,38907,4.326788,9.940341,4.326744,9.939064,1.060119,0.351707,0.28428,88.551609,1951.6302,11631238
343,pperpot_6K-2.tif:0343-0767,0.084567,25809.815476,14861,37734,3.80531,9.929084,3.805385,9.929337,1.118219,0.337544,0.318993,86.195802,2182.664694,13008147
344,pperpot_6K-2.tif:0344-0765,0.023155,19286.23913,12288,30084,8.189684,9.915217,8.189302,9.915075,0.555316,0.184023,0.16021,30.931337,446.578922,2661501
345,pperpot_6K-2.tif:0345-0767,0.026679,17212.213836,9000,29813,10.84616,9.933227,10.848325,9.931207,0.599541,0.212362,0.159957,74.603627,459.20377,2736742
346,pperpot_6K-2.tif:0346-0804,0.117958,21126.428165,10637,32240,9.73576,10.446523,9.733706,10.445272,1.382273,0.407114,0.36891,47.809255,2492.028414,14851879
347,pperpot_6K-2.tif:0347-0804,0.105206,22153.030303,10751,32641,7.596626,10.437235,7.595414,10.436539,1.287535,0.398939,0.335771,118.625139,2330.624298,13889950
348,pperpot_6K-2.tif:0348-0805,0.102857,27196.084829,13287,41897,2.808862,10.433843,2.810504,10.432997,1.209814,0.407582,0.321312,130.409251,2797.29616,16671200
349,pperpot_6K-2.tif:0349-0808,0.115441,27687.122093,14529,38912,3.286206,10.469389,3.287327,10.470162,1.293821,0.407087,0.361063,103.099667,3196.228661,19048740
350,pperpot_6K-2.tif:0350-0804,0.079869,21853.033613,5725,38730,8.664178,10.421222,8.66699,10.421813,1.078438,0.326483,0.311479,69.299617,1745.381121,10402044
351,pperpot_6K-2.tif:0351-0807,0.111414,22234.926205,11956,34677,9.194889,10.450126,9.192657,10.450787,1.258485,0.383663,0.369742,21.692649,2477.281499,14763991
352,pperpot_6K-2.tif:0352-0808,0.072654,25571.055427,16391,37599,3.814046,10.477958,3.811677,10.477793,1.031069,0.327666,0.282318,98.71886,1857.839265,11072267
353,pperpot_6K-2.tif:0353-0810,0.07064,21853.522565,10397,34822,5.434284,10.503856,5.434077,10.506251,1.084724,0.35776,0.251404,76.976089,1543.743472,9200333
354,pperpot_6K-2.tif:0354-0807,0.067956,23097.269136,12396,35843,5.961422,10.470026,5.96197,10.470276,0.977954,0.335016,0.258268,123.873291,1569.593695,9354394
355,pperpot_6K-2.tif:0355-0808,0.062586,22568.981233,8532,38262,6.494806,10.465441,6.495795,10.466347,0.952047,0.300853,0.264872,117.208153,1412.512744,8418230
356,pperpot_6K-2.tif:0356-0811,0.089601,24592.40824,12774,37775,4.373418,10.501496,4.372811,10.500708,1.150412,0.354986,0.321375,94.73885,2203.504309,13132346
357,pperpot_6K-2.tif:0357-0810,0.080037,22243.603774,11153,32620,7.030538,10.508013,7.029804,10.507496,1.104345,0.364408,0.279648,129.215957,1780.307891,10610199
358,pperpot_6K-2.tif:0358-0811,0.072318,22462.403712,10766,32594,4.903035,10.495443,4.902741,10.495146,1.008305,0.310766,0.296296,163.195244,1624.445278,9681296
359,pperpot_6K-2.tif:0359-0812,0.048324,16945.472222,6712,28791,10.311629,10.522438,10.310333,10.520902,0.826957,0.275767,0.223117,64.87302,818.875262,4880296
360,pperpot_6K-2.tif:0360-0849,0.141952,27553.445626,13888,44163,3.273382,11.011651,3.275327,11.011599,1.44796,0.466681,0.387286,132.797808,3911.270629,23310215
361,pperpot_6K-2.tif:0361-0847,0.108226,22838.764341,10900,35892,8.123798,10.97151,8.124206,10.972357,1.250897,0.394705,0.349115,122.426442,2471.746372,14731003
362,pperpot_6K-2.tif:0362-0848,0.091111,25020.443831,12052,36330,4.360151,10.995233,4.359905,10.99814,1.144126,0.38424,0.301911,82.273321,2279.640827,13586101
363,pperpot_6K-2.tif:0363-0849,0.082218,23362.420408,13498,35685,5.432364,11.015808,5.43285,11.01605,1.124505,0.370796,0.282321,95.200259,1920.81484,11447586
364,pperpot_6K-2.tif:0364-0851,0.095642,22314.27193,12349,33184,6.487843,11.017009,6.488707,11.018205,1.202226,0.423577,0.287491,99.665791,2134.170755,12719135
365,pperpot_6K-2.tif:0365-0849,0.104199,21034.903382,12320,32768,8.680456,10.990302,8.679988,10.989773,1.214259,0.372835,0.355841,110.022907,2191.814063,13062675
366,pperpot_6K-2.tif:0366-0852,0.11628,27204.760462,14219,42409,3.816831,11.036152,3.816721,11.034423,1.316585,0.429629,0.344605,90.70298,3163.368082,18852899
367,pperpot_6K-2.tif:0367-0849,0.082889,23016.022267,9366,34609,7.582547,11.002653,7.581397,11.005222,1.096757,0.362317,0.291286,85.430774,1907.782257,11369915
368,pperpot_6K-2.tif:0368-0848,0.07903,19014.95966,9836,29677,9.231541,10.980945,9.230785,10.980018,1.069548,0.342188,0.294061,44.744217,1502.754036,8956046
369,pperpot_6K-2.tif:0369-0849,0.074332,22064.106095,11415,33113,7.020761,10.998467,7.019867,10.999041,1.017734,0.331445,0.285545,83.078599,1640.067229,9774399
370,pperpot_6K-2.tif:0370-0851,0.075339,23757.325167,10929,34738,4.89423,11.032756,4.894991,11.034083,1.066405,0.345749,0.277438,77.826493,1789.845196,10667039
371,pperpot_6K-2.tif:0371-0850,0.089433,22962.168856,13134,36748,5.961156,11.018911,5.962933,11.020501,1.133395,0.352824,0.322738,127.050424,2053.580363,12238836
372,pperpot_6K-2.tif:0372-0864,0.147489,23178.136519,11069,34825,2.761496,11.158227,2.766819,11.153749,1.741064,0.608695,0.308511,57.421979,3418.526722,20373582
373,pperpot_6K-2.tif:0373-0849,0.022484,17039.850746,11499,23725,9.708425,11.001258,9.708629,11.0022,0.591954,0.232385,0.123191,156.866362,383.126482,2283340
374,pperpot_6K-2.tif:0374-0889,0.140106,27084.28024,10240,43252,3.850443,11.523406,3.851759,11.522993,1.4278,0.46255,0.385665,108.27835,3794.681777,22615374
375,pperpot_6K-2.tif:0375-0886,0.08893,23796.158491,13561,34695,6.500193,11.515528,6.501001,11.518617,1.214259,0.378322,0.299292,104.017819,2116.188305,12611964
376,pperpot_6K-2.tif:0376-0890,0.127354,24254.988142,14336,38174,7.58903,11.533964,7.589949,11.535494,1.345635,0.42386,0.382562,94.741782,3088.97526,18409536
377,pperpot_6K-2.tif:0377-0889,0.100004,19755.892617,10727,30452,8.622506,11.528101,8.6212,11.527402,1.243309,0.40289,0.31604,21.638671,1975.67045,11774512
378,pperpot_6K-2.tif:0378-0891,0.087755,25995.342256,15648,40978,4.909225,11.54962,4.910378,11.551716,1.124505,0.375508,0.297553,95.534442,2281.228644,13595564
379,pperpot_6K-2.tif:0379-0891,0.091447,25448.675229,8809,39634,5.430768,11.550101,5.430293,11.550758,1.139681,0.383154,0.303882,67.608747,2327.197647,13869528
380,pperpot_6K-2.tif:0380-0892,0.10487,27428.736,12312,43920,4.362777,11.559865,4.360559,11.558409,1.232578,0.392279,0.340382,85.623365,2876.453775,17142960
381,pperpot_6K-2.tif:0381-0893,0.11477,22870.057018,10252,39704,8.137292,11.553312,8.134359,11.550553,1.272359,0.411251,0.355329,116.200825,2624.792259,15643119
382,pperpot_6K-2.tif:0382-0891,0.081547,24687.666667,13619,38565,5.9809,11.551581,5.982519,11.554348,1.092312,0.329704,0.314915,7.64211,2013.204543,11998206
383,pperpot_6K-2.tif:0383-0892,0.088594,24532.431818,12744,35745,7.027129,11.551444,7.026241,11.552315,1.133395,0.339492,0.332266,149.340621,2173.432268,12953124
384,pperpot_6K-2.tif:0384-0928,0.114434,26210.615836,16567,39142,4.412742,12.030251,4.412249,12.030101,1.305854,0.473128,0.307955,138.989901,2999.391713,17875640
385,pperpot_6K-2.tif:0385-0929,0.112421,29572.962687,15646,50258,5.427229,12.070112,5.428733,12.073553,1.295123,0.412845,0.346712,84.282884,3324.61397,19813885
386,pperpot_6K-2.tif:0386-0930,0.129703,29061.078913,12297,51192,4.872051,12.078766,4.874666,12.079468,1.365255,0.429151,0.384814,32.847987,3769.318319,22464214
387,pperpot_6K-2.tif:0387-0931,0.117119,27933.532951,15788,43451,5.966702,12.069618,5.966854,12.071516,1.276804,0.395361,0.377175,74.390376,3271.544843,19497606
388,pperpot_6K-2.tif:0388-0931,0.122656,27213.321477,11204,43008,6.495168,12.072191,6.495377,12.071525,1.281249,0.408008,0.382764,54.063681,3337.878442,19892938
389,pperpot_6K-2.tif:0389-0931,0.110575,24821.180577,13168,37659,7.046633,12.07979,7.046243,12.080622,1.255342,0.391491,0.359621,98.993634,2744.602384,16357158
390,pperpot_6K-2.tif:0390-0931,0.110239,22851.744292,13142,33563,7.597638,12.076144,7.596013,12.073294,1.278106,0.399081,0.351711,122.346866,2519.163254,15013596
